,County,State,2020 Base Population,2020 Pop Estimate,2021 Pop Estimate,2022 Pop Estimate,2023 Pop Estimate,State Code,County Code
2146,Cimarron County,Oklahoma,"2,292","2,289","2,247","2,233","2,191",40,25
2147,Cleveland County,Oklahoma,"295,525","296,236","298,110","299,484","301,193",40,27
2148,Coal County,Oklahoma,"5,265","5,279","5,304","5,291","5,266",40,29
2149,Comanche County,Oklahoma,"121,128","121,125","122,324","122,225","121,574",40,31
2150,Cotton County,Oklahoma,"5,523","5,535","5,442","5,449","5,427",40,33
2151,Craig County,Oklahoma,"14,106","14,141","14,201","14,176","14,494",40,35
2152,Creek County,Oklahoma,"71,752","71,841","72,224","72,686","73,332",40,37
2153,Custer County,Oklahoma,"28,523","28,449","28,175","28,039","28,266",40,39
2154,Delaware County,Oklahoma,"40,399","40,392","40,970","41,480","41,703",40,41
2155,Dewey County,Oklahoma,"4,482","4,475","4,418","4,404","4,286",40,43
2156,Ellis County,Oklahoma,"3,747","3,739","3,733","3,683","3,648",40,45
2157,Garfield County,Oklahoma,"62,839","62,691","61,964","61,951","62,023",40,47
2158,Garvin County,Oklahoma,"25,655","25,647","25,770","25,771","25,865",40,49
2159,Grady County,Oklahoma,"54,803","54,881","55,595","56,648","57,375",40,51
2160,Grant County,Oklahoma,"4,168","4,180","4,145","4,122","4,083",40,53
2161,Greer County,Oklahoma,"5,491","5,492","5,480","5,546","5,466",40,55
2162,Harmon County,Oklahoma,"2,490","2,476","2,403","2,416","2,392",40,57
2163,Harper County,Oklahoma,"3,270","3,252","3,177","3,165","3,190",40,59
2164,Haskell County,Oklahoma,"11,558","11,550","11,615","11,667","11,832",40,61
2165,Hughes County,Oklahoma,"13,364","13,346","13,401","13,434","13,436",40,63
2166,Jackson County,Oklahoma,"24,794","24,747","24,744","24,659","24,669",40,65
2167,Jefferson County,Oklahoma,"5,335","5,322","5,390","5,408","5,347",40,67
2168,Johnston County,Oklahoma,"10,283","10,249","10,332","10,346","10,216",40,69
2169,Kay County,Oklahoma,"43,690","43,599","43,715","43,738","43,641",40,71
2170,Kingfisher County,Oklahoma,"15,190","15,178","15,223","15,228","15,481",40,73
2171,Kiowa County,Oklahoma,"8,510","8,501","8,404","8,480","8,398",40,75
2172,Latimer County,Oklahoma,"9,444","9,479","9,454","9,556","9,526",40,77
2173,Le Flore County,Oklahoma,"48,130","48,197","48,603","49,002","49,596",40,79
2174,Lincoln County,Oklahoma,"33,460","33,498","33,846","34,134","34,562",40,81
2175,Logan County,Oklahoma,"49,545","49,736","50,900","51,924","53,029",40,83
2176,Love County,Oklahoma,"10,145","10,158","10,237","10,174","10,296",40,85
2177,McClain County,Oklahoma,"41,664","41,914","43,535","45,410","47,072",40,87
2178,McCurtain County,Oklahoma,"30,821","30,852","30,824","30,773","30,660",40,89
2179,McIntosh County,Oklahoma,"18,944","18,950","19,249","19,403","19,603",40,91
2180,Major County,Oklahoma,"7,781","7,746","7,636","7,536","7,581",40,93
2181,Marshall County,Oklahoma,"15,302","15,340","15,552","15,921","15,970",40,95
2182,Mayes County,Oklahoma,"39,050","39,059","39,259","39,570","39,889",40,97
2183,Murray County,Oklahoma,"13,903","13,876","13,716","13,681","13,754",40,99
2184,Muskogee County,Oklahoma,"66,348","66,246","66,267","66,307","66,677",40,101
2185,Noble County,Oklahoma,"10,929","10,927","10,941","10,845","10,832",40,103
2186,Nowata County,Oklahoma,"9,320","9,320","9,352","9,413","9,438",40,105
2187,Okfuskee County,Oklahoma,"11,310","11,268","11,222","11,227","11,300",40,107
2188,Oklahoma County,Oklahoma,"796,555","798,241","799,845","803,103","808,866",40,109
2189,Okmulgee County,Oklahoma,"36,710","36,693","36,848","37,011","37,035",40,111
2190,Osage County,Oklahoma,"45,825","45,787","45,882","45,852","46,130",40,113
2191,Ottawa County,Oklahoma,"30,284","30,222","30,380","30,329","30,287",40,115
2192,Pawnee County,Oklahoma,"15,555","15,557","15,707","15,681","15,864",40,117
2193,Payne County,Oklahoma,"81,647","81,648","82,163","82,701","83,352",40,119
2194,Pittsburg County,Oklahoma,"43,773","43,788","43,630","43,476","43,479",40,121
2195,Pontotoc County,Oklahoma,"38,071","38,095","38,184","38,032","38,396",40,123
2196,Pottawatomie County,Oklahoma,"72,458","72,559","73,045","73,351","73,791",40,125
2197,Pushmataha County,Oklahoma,"10,811","10,792","10,767","10,709","10,800",40,127
2198,Roger Mills County,Oklahoma,"3,440","3,429","3,365","3,337","3,295",40,129
2199,Rogers County,Oklahoma,"95,236","95,386","96,871","99,060","100,248",40,131
2200,Seminole County,Oklahoma,"23,560","23,517","23,542","23,464","23,565",40,133
2201,Sequoyah County,Oklahoma,"39,289","39,257","39,494","39,801","40,291",40,135
2202,Stephens County,Oklahoma,"42,847","42,822","43,110","43,616","44,014",40,137
2203,Texas County,Oklahoma,"21,383","21,289","20,849","20,505","20,371",40,139
2204,Tillman County,Oklahoma,"6,964","6,947","7,040","6,971","6,869",40,141
2205,Tulsa County,Oklahoma,"669,277","670,702","674,051","677,061","682,868",40,143
2206,Wagoner County,Oklahoma,"80,983","81,384","84,230","86,697","89,280",40,145
2207,Washington County,Oklahoma,"52,455","52,615","52,903","53,238","53,706",40,147
2208,Washita County,Oklahoma,"10,921","10,903","10,899","10,736","10,736",40,149
2209,Woods County,Oklahoma,"8,622","8,598","8,623","8,602","8,564",40,151
2210,Woodward County,Oklahoma,"20,477","20,412","20,241","20,015","19,947",40,153
2211,Baker County,Oregon,"16,671","16,731","16,880","16,937","16,912",41,1
2212,Benton County,Oregon,"95,183","95,214","96,321","97,661","97,713",41,3
2213,Clackamas County,Oregon,"421,398","422,468","423,804","423,118","423,173",41,5
2214,Clatsop County,Oregon,"41,076","41,162","41,932","41,652","41,102",41,7
2215,Columbia County,Oregon,"52,593","52,724","53,202","53,607","53,880",41,9
2216,Coos County,Oregon,"64,933","64,979","65,126","64,923","64,212",41,11
2217,Crook County,Oregon,"24,738","24,929","25,762","26,377","26,952",41,13
2218,Curry County,Oregon,"23,450","23,519","23,719","23,613","23,296",41,15
2219,Deschutes County,Oregon,"198,251","199,464","205,283","206,483","208,513",41,17
2220,Douglas County,Oregon,"111,203","111,295","112,149","112,290","112,435",41,19
2221,Gilliam County,Oregon,"1,996","2,016","2,013","2,008","2,026",41,21
2222,Grant County,Oregon,"7,232","7,240","7,288","7,225","7,215",41,23
2223,Harney County,Oregon,"7,504","7,507","7,602","7,532","7,440",41,25
2224,Hood River County,Oregon,"23,980","23,962","24,086","24,035","23,745",41,27
2225,Jackson County,Oregon,"223,255","223,620","224,353","221,669","220,768",41,29
2226,Jefferson County,Oregon,"24,508","24,581","25,105","25,324","25,454",41,31
2227,Josephine County,Oregon,"88,088","88,238","88,637","87,800","87,821",41,33
2228,Klamath County,Oregon,"69,419","69,553","70,246","70,190","70,003",41,35
2229,Lake County,Oregon,"8,163","8,172","8,290","8,373","8,293",41,37
2230,Lane County,Oregon,"382,983","383,308","384,121","382,181","381,181",41,39
2231,Lincoln County,Oregon,"50,399","50,510","51,013","50,752","50,821",41,41
2232,Linn County,Oregon,"128,611","128,981","130,120","130,622","131,496",41,43
2233,Malheur County,Oregon,"31,567","31,642","31,677","31,858","32,044",41,45
2234,Marion County,Oregon,"345,910","346,350","347,851","346,719","346,741",41,47
2235,Morrow County,Oregon,"12,186","12,221","12,359","12,292","12,302",41,49
2236,Multnomah County,Oregon,"815,418","816,514","805,319","794,563","789,698",41,51
2237,Polk County,Oregon,"87,431","87,956","89,373","89,593","89,805",41,53
2238,Sherman County,Oregon,"1,864","1,871","1,907","1,947","1,951",41,55
2239,Tillamook County,Oregon,"27,386","27,461","27,808","27,521","27,417",41,57
2240,Umatilla County,Oregon,"80,083","80,108","80,153","80,261","80,053",41,59
2241,Union County,Oregon,"26,200","26,173","26,288","26,165","25,944",41,61
2242,Wallowa County,Oregon,"7,392","7,406","7,558","7,650","7,674",41,63
2243,Wasco County,Oregon,"26,670","26,640","26,739","26,555","26,333",41,65
2244,Washington County,Oregon,"600,369","601,130","602,453","600,086","598,865",41,67
